rep,trip,date,species,pod,month,day,time,type,month_char,month_split,mpa_mean,mpa_sd,mpa_se
2,8,2014-09-19,abco,5,9,19,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
1,8,2014-09-20,arpa,1,9,20,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-20,cade,1,9,20,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
1,8,2014-09-20,ceco,1,9,20,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-20,abco,1,9,20,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
2,8,2014-09-20,arpa,1,9,20,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-20,cade,1,9,20,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
2,8,2014-09-20,ceco,1,9,20,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-20,abco,1,9,20,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
3,8,2014-09-20,abco,1,9,20,pd,tree,Sep,late Sept.,-2.0375,0.4533604683755678,0.16028713075513665
3,8,2014-09-20,cade,1,9,20,pd,tree,Sep,late Sept.,-2.0375,0.4533604683755678,0.16028713075513665
1,8,2014-09-20,abco,2,9,20,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
1,8,2014-09-20,ceco,2,9,20,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-20,arpa,2,9,20,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-20,cade,2,9,20,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
2,8,2014-09-20,abco,2,9,20,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
2,8,2014-09-20,ceco,2,9,20,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-20,arpa,2,9,20,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-20,cade,2,9,20,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
3,8,2014-09-20,arpa,2,9,20,pd,shrub,Sep,late Sept.,-2.7,0.5196152422706631,0.3
1,8,2014-09-20,ceco,3,9,20,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-20,cade,3,9,20,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
1,8,2014-09-20,abco,3,9,20,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
1,8,2014-09-20,arpa,3,9,20,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
2,8,2014-09-20,ceco,3,9,20,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-20,cade,3,9,20,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
2,8,2014-09-20,arpa,3,9,20,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-20,abco,3,9,20,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
3,8,2014-09-20,abco,3,9,20,pd,tree,Sep,late Sept.,-2.0375,0.4533604683755678,0.16028713075513665
1,8,2014-09-20,ceco,4,9,20,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-20,cade,4,9,20,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
1,8,2014-09-20,arpa,4,9,20,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-20,abco,4,9,20,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
2,8,2014-09-20,ceco,4,9,20,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-20,abco,4,9,20,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
2,8,2014-09-20,cade,4,9,20,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
2,8,2014-09-20,arpa,4,9,20,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
3,8,2014-09-20,abco,4,9,20,pd,tree,Sep,late Sept.,-2.0375,0.4533604683755678,0.16028713075513665
1,8,2014-09-20,arpa,5,9,20,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-20,ceco,5,9,20,pd,shrub,Sep,late Sept.,-2.7125,0.7895493384803364,0.17654859924320226
1,8,2014-09-20,cade,5,9,20,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
1,8,2014-09-20,abco,5,9,20,pd,tree,Sep,late Sept.,-2.225,0.6027349945740753,0.13477564202855993
2,8,2014-09-20,arpa,5,9,20,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-20,ceco,5,9,20,pd,shrub,Sep,late Sept.,-2.675,0.8299492692169108,0.1855822983845286
2,8,2014-09-20,cade,5,9,20,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
2,8,2014-09-20,abco,5,9,20,pd,tree,Sep,late Sept.,-2.2375,0.5665860365752983,0.1266924892884549
3,8,2014-09-20,cade,5,9,20,pd,tree,Sep,late Sept.,-2.0375,0.4533604683755678,0.16028713075513665
3,8,2014-09-20,abco,5,9,20,pd,tree,Sep,late Sept.,-2.0375,0.4533604683755678,0.16028713075513665
1,9,2014-10-24,cade,1,10,24,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
1,9,2014-10-24,arpa,1,10,24,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-24,ceco,1,10,24,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-24,abco,1,10,24,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
2,9,2014-10-24,arpa,1,10,24,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-24,cade,1,10,24,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
2,9,2014-10-24,ceco,1,10,24,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-24,abco,1,10,24,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
3,9,2014-10-24,cade,1,10,24,pd,tree,Oct,late Oct.,-1.875,0.24348657927227588,0.08608550566567107
1,9,2014-10-24,ceco,2,10,24,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-24,abco,2,10,24,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
1,9,2014-10-24,cade,2,10,24,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
1,9,2014-10-24,arpa,2,10,24,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
2,9,2014-10-24,ceco,2,10,24,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-24,abco,2,10,24,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
2,9,2014-10-24,cade,2,10,24,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
2,9,2014-10-24,arpa,2,10,24,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
3,9,2014-10-24,cade,2,10,24,pd,tree,Oct,late Oct.,-1.875,0.24348657927227588,0.08608550566567107
1,9,2014-10-24,arpa,3,10,24,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-24,cade,3,10,24,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
1,9,2014-10-24,ceco,3,10,24,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-24,abco,3,10,24,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
2,9,2014-10-24,arpa,3,10,24,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-24,cade,3,10,24,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
2,9,2014-10-24,abco,3,10,24,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
2,9,2014-10-24,ceco,3,10,24,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
3,9,2014-10-24,ceco,3,10,24,pd,shrub,Oct,late Oct.,-2.31,0.6822756041366274,0.3051229260478471
1,9,2014-10-24,ceco,4,10,24,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-24,arpa,4,10,24,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-24,cade,4,10,24,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
1,9,2014-10-24,abco,4,10,24,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
2,9,2014-10-24,arpa,4,10,24,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-24,cade,4,10,24,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
2,9,2014-10-24,abco,4,10,24,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
3,9,2014-10-24,cade,4,10,24,pd,tree,Oct,late Oct.,-1.875,0.24348657927227588,0.08608550566567107
3,9,2014-10-24,abco,4,10,24,pd,tree,Oct,late Oct.,-1.875,0.24348657927227588,0.08608550566567107
1,9,2014-10-24,arpa,5,10,24,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-24,cade,5,10,24,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
1,9,2014-10-24,ceco,5,10,24,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-24,abco,5,10,24,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
2,9,2014-10-24,arpa,5,10,24,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-24,cade,5,10,24,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
2,9,2014-10-24,ceco,5,10,24,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-24,abco,5,10,24,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
3,9,2014-10-24,arpa,5,10,24,pd,shrub,Oct,late Oct.,-2.31,0.6822756041366274,0.3051229260478471
1,9,2014-10-25,arpa,1,10,25,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-25,ceco,1,10,25,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-25,cade,1,10,25,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
1,9,2014-10-25,abco,1,10,25,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
2,9,2014-10-25,arpa,1,10,25,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-25,cade,1,10,25,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
2,9,2014-10-25,ceco,1,10,25,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-25,abco,1,10,25,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
3,9,2014-10-25,arpa,1,10,25,pd,shrub,Oct,late Oct.,-2.31,0.6822756041366274,0.3051229260478471
3,9,2014-10-25,cade,1,10,25,pd,tree,Oct,late Oct.,-1.875,0.24348657927227588,0.08608550566567107
1,9,2014-10-25,ceco,2,10,25,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-25,arpa,2,10,25,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-25,cade,2,10,25,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
1,9,2014-10-25,abco,2,10,25,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
2,9,2014-10-25,ceco,2,10,25,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-25,arpa,2,10,25,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-25,cade,2,10,25,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
2,9,2014-10-25,abco,2,10,25,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
1,9,2014-10-25,ceco,3,10,25,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-25,cade,3,10,25,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
1,9,2014-10-25,abco,3,10,25,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
1,9,2014-10-25,arpa,3,10,25,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
2,9,2014-10-25,ceco,3,10,25,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-25,cade,3,10,25,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
2,9,2014-10-25,arpa,3,10,25,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-25,abco,3,10,25,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
3,9,2014-10-25,abco,3,10,25,pd,tree,Oct,late Oct.,-1.875,0.24348657927227588,0.08608550566567107
1,9,2014-10-25,ceco,4,10,25,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-25,cade,4,10,25,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
1,9,2014-10-25,arpa,4,10,25,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-25,abco,4,10,25,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
2,9,2014-10-25,ceco,4,10,25,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-25,arpa,4,10,25,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-25,cade,4,10,25,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
2,9,2014-10-25,abco,4,10,25,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
3,9,2014-10-25,abco,4,10,25,pd,tree,Oct,late Oct.,-1.875,0.24348657927227588,0.08608550566567107
3,9,2014-10-25,arpa,4,10,25,pd,shrub,Oct,late Oct.,-2.31,0.6822756041366274,0.3051229260478471
1,9,2014-10-25,arpa,5,10,25,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-25,ceco,5,10,25,pd,shrub,Oct,late Oct.,-2.32,0.5371464565548894,0.120109599072987
1,9,2014-10-25,cade,5,10,25,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
1,9,2014-10-25,abco,5,10,25,pd,tree,Oct,late Oct.,-1.91,0.23708759207472135,0.05301439725008173
2,9,2014-10-25,arpa,5,10,25,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-25,ceco,5,10,25,pd,shrub,Oct,late Oct.,-2.3236842105263156,0.5558697941696198,0.12752527676590142
2,9,2014-10-25,cade,5,10,25,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
2,9,2014-10-25,abco,5,10,25,pd,tree,Oct,late Oct.,-1.9025,0.2711937547798233,0.060640767076109346
3,9,2014-10-25,ceco,5,10,25,pd,shrub,Oct,late Oct.,-2.31,0.6822756041366274,0.3051229260478471
3,9,2014-10-25,abco,5,10,25,pd,tree,Oct,late Oct.,-1.875,0.24348657927227588,0.08608550566567107
NA,NA,NA,NA,NA,NA,NA,pd,NA,NA,month,NA,NA,NA
1,6,2014-07-21,abco,2,7,21,md,tree,Jul,late July,-1.95,0.2273030282830976,0.1136515141415488
2,6,2014-07-21,abco,2,7,21,md,tree,Jul,late July,-1.9125,0.23935677693908453,0.11967838846954226
1,6,2014-07-21,arpa,2,7,21,md,shrub,Jul,late July,-2.0500000000000003,0.17320508075688779,0.08660254037844389
2,6,2014-07-21,arpa,2,7,21,md,shrub,Jul,late July,-2.075,0.24664414311581243,0.12332207155790621
1,6,2014-07-21,cade,2,7,21,md,tree,Jul,late July,-1.95,0.2273030282830976,0.1136515141415488
2,6,2014-07-21,cade,2,7,21,md,tree,Jul,late July,-1.9125,0.23935677693908453,0.11967838846954226
1,6,2014-07-21,ceco,2,7,21,md,shrub,Jul,late July,-2.0500000000000003,0.17320508075688779,0.08660254037844389
2,6,2014-07-21,ceco,2,7,21,md,shrub,Jul,late July,-2.075,0.24664414311581243,0.12332207155790621
1,6,2014-07-22,abco,5,7,22,md,tree,Jul,late July,-1.95,0.2273030282830976,0.1136515141415488
2,6,2014-07-22,abco,5,7,22,md,tree,Jul,late July,-1.9125,0.23935677693908453,0.11967838846954226
1,6,2014-07-22,arpa,5,7,22,md,shrub,Jul,late July,-2.0500000000000003,0.17320508075688779,0.08660254037844389
2,6,2014-07-22,arpa,5,7,22,md,shrub,Jul,late July,-2.075,0.24664414311581243,0.12332207155790621
1,6,2014-07-22,cade,5,7,22,md,tree,Jul,late July,-1.95,0.2273030282830976,0.1136515141415488
2,6,2014-07-22,cade,5,7,22,md,tree,Jul,late July,-1.9125,0.23935677693908453,0.11967838846954226
1,6,2014-07-22,ceco,5,7,22,md,shrub,Jul,late July,-2.0500000000000003,0.17320508075688779,0.08660254037844389
2,6,2014-07-22,ceco,5,7,22,md,shrub,Jul,late July,-2.075,0.24664414311581243,0.12332207155790621
1,7,2014-08-15,abco,2,8,15,md,tree,Aug,late August,-2.05,0.43588989435406744,0.21794494717703372
2,7,2014-08-15,abco,2,8,15,md,tree,Aug,late August,-2.125,0.3947573094109005,0.19737865470545024
1,7,2014-08-15,abco,4,8,15,md,tree,Aug,late August,-2.05,0.43588989435406744,0.21794494717703372
2,7,2014-08-15,abco,4,8,15,md,tree,Aug,late August,-2.125,0.3947573094109005,0.19737865470545024
1,7,2014-08-15,arpa,2,8,15,md,shrub,Aug,late August,-2.6875,0.1314977819838291,0.06574889099191455
2,7,2014-08-15,arpa,2,8,15,md,shrub,Aug,late August,-2.75,0.2273030282830975,0.11365151414154875
1,7,2014-08-15,arpa,4,8,15,md,shrub,Aug,late August,-2.6875,0.1314977819838291,0.06574889099191455
2,7,2014-08-15,arpa,4,8,15,md,shrub,Aug,late August,-2.75,0.2273030282830975,0.11365151414154875
1,7,2014-08-15,cade,2,8,15,md,tree,Aug,late August,-2.05,0.43588989435406744,0.21794494717703372
2,7,2014-08-15,cade,2,8,15,md,tree,Aug,late August,-2.125,0.3947573094109005,0.19737865470545024
1,7,2014-08-15,cade,4,8,15,md,tree,Aug,late August,-2.05,0.43588989435406744,0.21794494717703372
2,7,2014-08-15,cade,4,8,15,md,tree,Aug,late August,-2.125,0.3947573094109005,0.19737865470545024
1,7,2014-08-15,ceco,2,8,15,md,shrub,Aug,late August,-2.6875,0.1314977819838291,0.06574889099191455
2,7,2014-08-15,ceco,2,8,15,md,shrub,Aug,late August,-2.75,0.2273030282830975,0.11365151414154875
1,7,2014-08-15,ceco,4,8,15,md,shrub,Aug,late August,-2.6875,0.1314977819838291,0.06574889099191455
2,7,2014-08-15,ceco,4,8,15,md,shrub,Aug,late August,-2.75,0.2273030282830975,0.11365151414154875
1,7,2014-08-14,abco,3,8,14,md,tree,Aug,early August,-2.0083333333333333,0.14972196454317135,0.061123736069640826
2,7,2014-08-14,abco,3,8,14,md,tree,Aug,early August,-2.025,0.16658331248957686,0.06800735254367724
1,7,2014-08-14,abco,4,8,14,md,tree,Aug,early August,-2.0083333333333333,0.14972196454317135,0.061123736069640826
2,7,2014-08-14,abco,4,8,14,md,tree,Aug,early August,-2.025,0.16658331248957686,0.06800735254367724
1,7,2014-08-14,abco,5,8,14,md,tree,Aug,early August,-2.0083333333333333,0.14972196454317135,0.061123736069640826
2,7,2014-08-14,abco,5,8,14,md,tree,Aug,early August,-2.025,0.16658331248957686,0.06800735254367724
1,7,2014-08-14,arpa,3,8,14,md,shrub,Aug,early August,-3.033333333333333,0.12110601416389978,0.04944132324730447
2,7,2014-08-14,arpa,3,8,14,md,shrub,Aug,early August,-3.05,0.18708286933869706,0.07637626158259733
1,7,2014-08-14,arpa,4,8,14,md,shrub,Aug,early August,-3.033333333333333,0.12110601416389978,0.04944132324730447
2,7,2014-08-14,arpa,4,8,14,md,shrub,Aug,early August,-3.05,0.18708286933869706,0.07637626158259733
1,7,2014-08-14,arpa,5,8,14,md,shrub,Aug,early August,-3.033333333333333,0.12110601416389978,0.04944132324730447
2,7,2014-08-14,arpa,5,8,14,md,shrub,Aug,early August,-3.05,0.18708286933869706,0.07637626158259733
1,7,2014-08-14,cade,3,8,14,md,tree,Aug,early August,-2.0083333333333333,0.14972196454317135,0.061123736069640826
2,7,2014-08-14,cade,3,8,14,md,tree,Aug,early August,-2.025,0.16658331248957686,0.06800735254367724
1,7,2014-08-14,cade,4,8,14,md,tree,Aug,early August,-2.0083333333333333,0.14972196454317135,0.061123736069640826
2,7,2014-08-14,cade,4,8,14,md,tree,Aug,early August,-2.025,0.16658331248957686,0.06800735254367724
1,7,2014-08-14,cade,5,8,14,md,tree,Aug,early August,-2.0083333333333333,0.14972196454317135,0.061123736069640826
2,7,2014-08-14,cade,5,8,14,md,tree,Aug,early August,-2.025,0.16658331248957686,0.06800735254367724
1,7,2014-08-14,ceco,3,8,14,md,shrub,Aug,early August,-3.033333333333333,0.12110601416389978,0.04944132324730447
2,7,2014-08-14,ceco,3,8,14,md,shrub,Aug,early August,-3.05,0.18708286933869706,0.07637626158259733
1,7,2014-08-14,ceco,4,8,14,md,shrub,Aug,early August,-3.033333333333333,0.12110601416389978,0.04944132324730447
2,7,2014-08-14,ceco,4,8,14,md,shrub,Aug,early August,-3.05,0.18708286933869706,0.07637626158259733
1,7,2014-08-14,ceco,5,8,14,md,shrub,Aug,early August,-3.033333333333333,0.12110601416389978,0.04944132324730447
2,7,2014-08-14,ceco,5,8,14,md,shrub,Aug,early August,-3.05,0.18708286933869706,0.07637626158259733
1,8,2014-09-19,abco,2,9,19,md,tree,Sep,late Sept.,-2.4125,0.5356904756613522,0.18939518397859464
2,8,2014-09-19,abco,2,9,19,md,tree,Sep,late Sept.,-2.4,0.5175491695067657,0.18298126367784995
1,8,2014-09-19,abco,4,9,19,md,tree,Sep,late Sept.,-2.4125,0.5356904756613522,0.18939518397859464
2,8,2014-09-19,abco,4,9,19,md,tree,Sep,late Sept.,-2.4,0.5175491695067657,0.18298126367784995
1,8,2014-09-19,arpa,2,9,19,md,shrub,Sep,late Sept.,-3.63125,0.4182766514435835,0.1478831283238799
2,8,2014-09-19,arpa,2,9,19,md,shrub,Sep,late Sept.,-3.7375,0.4405759217854997,0.1557671109610204
3,8,2014-09-19,arpa,3,9,19,md,shrub,Sep,late Sept.,-3.466666666666667,0.29297326385411565,0.16914819275153695
1,8,2014-09-19,arpa,4,9,19,md,shrub,Sep,late Sept.,-3.63125,0.4182766514435835,0.1478831283238799
2,8,2014-09-19,arpa,4,9,19,md,shrub,Sep,late Sept.,-3.7375,0.4405759217854997,0.1557671109610204
1,8,2014-09-19,cade,2,9,19,md,tree,Sep,late Sept.,-2.4125,0.5356904756613522,0.18939518397859464
2,8,2014-09-19,cade,2,9,19,md,tree,Sep,late Sept.,-2.4,0.5175491695067657,0.18298126367784995
1,8,2014-09-19,cade,4,9,19,md,tree,Sep,late Sept.,-2.4125,0.5356904756613522,0.18939518397859464
2,8,2014-09-19,cade,4,9,19,md,tree,Sep,late Sept.,-2.4,0.5175491695067657,0.18298126367784995
1,8,2014-09-19,ceco,2,9,19,md,shrub,Sep,late Sept.,-3.63125,0.4182766514435835,0.1478831283238799
2,8,2014-09-19,ceco,2,9,19,md,shrub,Sep,late Sept.,-3.7375,0.4405759217854997,0.1557671109610204
3,8,2014-09-19,ceco,2,9,19,md,shrub,Sep,late Sept.,-3.466666666666667,0.29297326385411565,0.16914819275153695
1,8,2014-09-19,ceco,4,9,19,md,shrub,Sep,late Sept.,-3.63125,0.4182766514435835,0.1478831283238799
2,8,2014-09-19,ceco,4,9,19,md,shrub,Sep,late Sept.,-3.7375,0.4405759217854997,0.1557671109610204
1,8,2014-09-20,abco,4,9,20,md,tree,Sep,late Sept.,-2.4125,0.5356904756613522,0.18939518397859464
2,8,2014-09-20,abco,4,9,20,md,tree,Sep,late Sept.,-2.4,0.5175491695067657,0.18298126367784995
1,8,2014-09-20,abco,5,9,20,md,tree,Sep,late Sept.,-2.4125,0.5356904756613522,0.18939518397859464
2,8,2014-09-20,abco,5,9,20,md,tree,Sep,late Sept.,-2.4,0.5175491695067657,0.18298126367784995
1,8,2014-09-20,arpa,4,9,20,md,shrub,Sep,late Sept.,-3.63125,0.4182766514435835,0.1478831283238799
2,8,2014-09-20,arpa,4,9,20,md,shrub,Sep,late Sept.,-3.7375,0.4405759217854997,0.1557671109610204
1,8,2014-09-20,arpa,5,9,20,md,shrub,Sep,late Sept.,-3.63125,0.4182766514435835,0.1478831283238799
2,8,2014-09-20,arpa,5,9,20,md,shrub,Sep,late Sept.,-3.7375,0.4405759217854997,0.1557671109610204
1,8,2014-09-20,cade,4,9,20,md,tree,Sep,late Sept.,-2.4125,0.5356904756613522,0.18939518397859464
2,8,2014-09-20,cade,4,9,20,md,tree,Sep,late Sept.,-2.4,0.5175491695067657,0.18298126367784995
1,8,2014-09-20,cade,5,9,20,md,tree,Sep,late Sept.,-2.4125,0.5356904756613522,0.18939518397859464
2,8,2014-09-20,cade,5,9,20,md,tree,Sep,late Sept.,-2.4,0.5175491695067657,0.18298126367784995
1,8,2014-09-20,ceco,4,9,20,md,shrub,Sep,late Sept.,-3.63125,0.4182766514435835,0.1478831283238799
2,8,2014-09-20,ceco,4,9,20,md,shrub,Sep,late Sept.,-3.7375,0.4405759217854997,0.1557671109610204
3,8,2014-09-20,ceco,4,9,20,md,shrub,Sep,late Sept.,-3.466666666666667,0.29297326385411565,0.16914819275153695
1,8,2014-09-20,ceco,5,9,20,md,shrub,Sep,late Sept.,-3.63125,0.4182766514435835,0.1478831283238799
2,8,2014-09-20,ceco,5,9,20,md,shrub,Sep,late Sept.,-3.7375,0.4405759217854997,0.1557671109610204
1,9,2014-10-24,abco,2,10,24,md,tree,Oct,late Oct.,-2.175,0.3605551275463989,0.1274754878398196
